Results of Photometric2

	Plate:1 - Wavelength:595

	0.049	0.041	0.168	0.167	0.184	0.182	0.173	0.174	0.173	0.177	0.187	0.076
	0.04	0.04	0.172	0.172	0.172	0.063	0.074	0.174	0.172	0.175	0.174	0.101
	0.044	0.041	0.16	0.159	0.154	0.158	0.154	0.147	0.144	0.032	0.127	0.145
	0.093	0.105	0.127	0.128	0.131	0.131	0.128	0.137	0.134	0.14	0.144	0.144
	0.13	0.134	0.126	0.122	0.11	0.103	0.094	0.103	0.113	0.11	0.111	0.102
	0.115	0.119	0.115	0.109	0.109	0.108	0.101	0.112	0.112	0.106	0.109	0.102
	0.105	0.112	0.099	0.094	0.102	0.102	0.104	0.113	0.098	0.105	0.106	0.118
	0.036	0.038	0.159	0.155	0.155	0.159	0.156	0.157	0.15	0.142	0.141	0.135

